x,y,dx,dy,dx_1,dy_1,dx_2,dy_2,dx_3,dy_3,dx_4,dy_4,dx_5,dy_5,dx_6,dy_6,dx_7,dy_7,dx_8,dy_8,dx_9,dy_9,dx_10,dy_10,dx_true,dy_true
943.0,760.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,6.0,1.0,6.0,1.0,7.0,2.0,8.0,3.0,8.0,3.0,10.0,2.0,10.0,0.0,0.0
944.0,764.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,6.0,1.0,6.0,1.0,7.0,2.0,8.0,3.0,8.0,3.0,10.0,0.0,0.0
945.0,768.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,6.0,1.0,6.0,1.0,7.0,2.0,8.0,3.0,8.0,0.0,0.0
946.0,771.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,6.0,1.0,6.0,1.0,7.0,2.0,8.0,0.0,0.0
947.0,773.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,6.0,1.0,6.0,1.0,7.0,0.0,0.0
947.0,774.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,6.0,1.0,6.0,0.0,0.0
947.0,775.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,6.0,0.0,0.0
947.0,776.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,5.0,0.0,0.0
948.0,777.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,0.0,0.0
948.0,777.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,0.0,0.0
948.0,777.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,0.0,0.0
948.0,777.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,0.6790926795853522,-79.99711765515389
948.0,776.0,0.0,-5.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,0.6802475156756366,-79.9971078434553
948.0,771.0,0.0,-7.0,0.0,-5.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.6860811151398012,-79.99705802530146
948.0,764.0,0.0,-8.0,0.0,-7.0,0.0,-5.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6944182820185584,-79.9969860885371
948.0,756.0,0.0,-11.0,0.0,-8.0,0.0,-7.0,0.0,-5.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.7041980686330306,-79.99690059671146
948.0,745.0,0.0,-12.0,0.0,-11.0,0.0,-8.0,0.0,-7.0,0.0,-5.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.718103922596981,-79.99677697730297
948.0,733.0,-1.0,-12.0,0.0,-12.0,0.0,-11.0,0.0,-8.0,0.0,-7.0,0.0,-5.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7339140687389005,-79.99663349253959
947.0,721.0,-3.0,-12.0,-1.0,-12.0,0.0,-12.0,0.0,-11.0,0.0,-8.0,0.0,-7.0,0.0,-5.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9005057971590779,-79.99493164763179
944.0,709.0,-4.0,-12.0,-3.0,-12.0,-1.0,-12.0,0.0,-12.0,0.0,-11.0,0.0,-8.0,0.0,-7.0,0.0,-5.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.3817516264429264,-79.98806637519638
940.0,697.0,-4.0,-13.0,-4.0,-12.0,-3.0,-12.0,-1.0,-12.0,0.0,-12.0,0.0,-11.0,0.0,-8.0,0.0,-7.0,0.0,-5.0,0.0,-1.0,0.0,0.0,2.042555927147548,-79.97392053216144
936.0,684.0,-3.0,-11.0,-4.0,-13.0,-4.0,-12.0,-3.0,-12.0,-1.0,-12.0,0.0,-12.0,0.0,-11.0,0.0,-8.0,0.0,-7.0,0.0,-5.0,0.0,-1.0,2.740326397705377,-79.95305254481556
933.0,673.0,-3.0,-12.0,-3.0,-11.0,-4.0,-13.0,-4.0,-12.0,-3.0,-12.0,-1.0,-12.0,0.0,-12.0,0.0,-11.0,0.0,-8.0,0.0,-7.0,0.0,-5.0,3.2961676967974762,-79.93206664733866
930.0,661.0,-2.0,-11.0,-3.0,-12.0,-3.0,-11.0,-4.0,-13.0,-4.0,-12.0,-3.0,-12.0,-1.0,-12.0,0.0,-12.0,0.0,-11.0,0.0,-8.0,0.0,-7.0,3.885472599777058,-79.90558868237179
928.0,650.0,-1.0,-13.0,-2.0,-11.0,-3.0,-12.0,-3.0,-11.0,-4.0,-13.0,-4.0,-12.0,-3.0,-12.0,-1.0,-12.0,0.0,-12.0,0.0,-11.0,0.0,-8.0,4.322680187151539,-79.8831298585603
927.0,637.0,0.0,-14.0,-1.0,-13.0,-2.0,-11.0,-3.0,-12.0,-3.0,-11.0,-4.0,-13.0,-4.0,-12.0,-3.0,-12.0,-1.0,-12.0,0.0,-12.0,0.0,-11.0,4.624769401642726,-79.86621005144559
927.0,623.0,0.0,-17.0,0.0,-14.0,-1.0,-13.0,-2.0,-11.0,-3.0,-12.0,-3.0,-11.0,-4.0,-13.0,-4.0,-12.0,-3.0,-12.0,-1.0,-12.0,0.0,-12.0,4.7730909423323205,-79.85748307363704
927.0,606.0,1.0,-17.0,0.0,-17.0,0.0,-14.0,-1.0,-13.0,-2.0,-11.0,-3.0,-12.0,-3.0,-11.0,-4.0,-13.0,-4.0,-12.0,-3.0,-12.0,-1.0,-12.0,4.966478279367564,-79.84568926060173
928.0,589.0,5.0,-18.0,1.0,-17.0,0.0,-17.0,0.0,-14.0,-1.0,-13.0,-2.0,-11.0,-3.0,-12.0,-3.0,-11.0,-4.0,-13.0,-4.0,-12.0,-3.0,-12.0,4.977866588626377,-79.84498008156704
933.0,571.0,5.0,-20.0,5.0,-18.0,1.0,-17.0,0.0,-17.0,0.0,-14.0,-1.0,-13.0,-2.0,-11.0,-3.0,-12.0,-3.0,-11.0,-4.0,-13.0,-4.0,-12.0,4.17186152829274,-79.89114826680583
938.0,551.0,8.0,-18.0,5.0,-20.0,5.0,-18.0,1.0,-17.0,0.0,-17.0,0.0,-14.0,-1.0,-13.0,-2.0,-11.0,-3.0,-12.0,-3.0,-11.0,-4.0,-13.0,3.302966363649502,-79.9317860003178
946.0,533.0,7.0,-18.0,8.0,-18.0,5.0,-20.0,5.0,-18.0,1.0,-17.0,0.0,-17.0,0.0,-14.0,-1.0,-13.0,-2.0,-11.0,-3.0,-12.0,-3.0,-11.0,1.6228543932669357,-79.98353795387058
953.0,515.0,8.0,-15.0,7.0,-18.0,8.0,-18.0,5.0,-20.0,5.0,-18.0,1.0,-17.0,0.0,-17.0,0.0,-14.0,-1.0,-13.0,-2.0,-11.0,-3.0,-12.0,4.898587196589413e-15,-80.0
961.0,500.0,4.0,-14.0,8.0,-15.0,7.0,-18.0,8.0,-18.0,5.0,-20.0,5.0,-18.0,1.0,-17.0,0.0,-17.0,0.0,-14.0,-1.0,-13.0,-2.0,-11.0,-2.0506080634040567,-79.9737144727585
965.0,486.0,3.0,-10.0,4.0,-14.0,8.0,-15.0,7.0,-18.0,8.0,-18.0,5.0,-20.0,5.0,-18.0,1.0,-17.0,0.0,-17.0,0.0,-14.0,-1.0,-13.0,-3.218867791932717,-79.93521683299582
968.0,476.0,2.0,-11.0,3.0,-10.0,4.0,-14.0,8.0,-15.0,7.0,-18.0,8.0,-18.0,5.0,-20.0,5.0,-18.0,1.0,-17.0,0.0,-17.0,0.0,-14.0,-4.161026735189784,-79.89171331564391
970.0,465.0,1.0,-10.0,2.0,-11.0,3.0,-10.0,4.0,-14.0,8.0,-15.0,7.0,-18.0,8.0,-18.0,5.0,-20.0,5.0,-18.0,1.0,-17.0,0.0,-17.0,-4.9005270416596085,-79.84976414939473
971.0,455.0,0.0,-8.0,1.0,-10.0,2.0,-11.0,3.0,-10.0,4.0,-14.0,8.0,-15.0,7.0,-18.0,8.0,-18.0,5.0,-20.0,5.0,-18.0,1.0,-17.0,-5.3810441873708035,-79.81882211266691
971.0,447.0,0.0,-9.0,0.0,-8.0,1.0,-10.0,2.0,-11.0,3.0,-10.0,4.0,-14.0,8.0,-15.0,7.0,-18.0,8.0,-18.0,5.0,-20.0,5.0,-18.0,-5.546467027879832,-79.80749779004879
971.0,438.0,0.0,-8.0,0.0,-9.0,0.0,-8.0,1.0,-10.0,2.0,-11.0,3.0,-10.0,4.0,-14.0,8.0,-15.0,7.0,-18.0,8.0,-18.0,5.0,-20.0,-5.745127877895818,-79.79344274855312
971.0,430.0,0.0,-7.0,0.0,-8.0,0.0,-9.0,0.0,-8.0,1.0,-10.0,2.0,-11.0,3.0,-10.0,4.0,-14.0,8.0,-15.0,7.0,-18.0,8.0,-18.0,-5.934021147817625,-79.77961765399263
971.0,423.0,0.0,-7.0,0.0,-7.0,0.0,-8.0,0.0,-9.0,0.0,-8.0,1.0,-10.0,2.0,-11.0,3.0,-10.0,4.0,-14.0,8.0,-15.0,7.0,-18.0,-6.1097630761079325,-79.7663512714091
971.0,416.0,0.0,-5.0,0.0,-7.0,0.0,-7.0,0.0,-8.0,0.0,-9.0,0.0,-8.0,1.0,-10.0,2.0,-11.0,3.0,-10.0,4.0,-14.0,8.0,-15.0,-6.296198833600854,-79.75185189227747
971.0,411.0,0.0,-6.0,0.0,-5.0,0.0,-7.0,0.0,-7.0,0.0,-8.0,0.0,-9.0,0.0,-8.0,1.0,-10.0,2.0,-11.0,3.0,-10.0,4.0,-14.0,-6.436465352085536,-79.74065408417091
971.0,405.0,0.0,-5.0,0.0,-6.0,0.0,-5.0,0.0,-7.0,0.0,-7.0,0.0,-8.0,0.0,-9.0,0.0,-8.0,1.0,-10.0,2.0,-11.0,3.0,-10.0,-6.613232239647754,-79.72618866686457
971.0,400.0,0.0,-5.0,0.0,-5.0,0.0,-6.0,0.0,-5.0,0.0,-7.0,0.0,-7.0,0.0,-8.0,0.0,-9.0,0.0,-8.0,1.0,-10.0,2.0,-11.0,-6.768101116186013,-79.71319092396867
971.0,395.0,0.0,-4.0,0.0,-5.0,0.0,-5.0,0.0,-6.0,0.0,-5.0,0.0,-7.0,0.0,-7.0,0.0,-8.0,0.0,-9.0,0.0,-8.0,1.0,-10.0,-6.930369309187364,-79.69924705565464
971.0,391.0,0.0,-4.0,0.0,-4.0,0.0,-5.0,0.0,-5.0,0.0,-6.0,0.0,-5.0,0.0,-7.0,0.0,-7.0,0.0,-8.0,0.0,-9.0,0.0,-8.0,-7.065873224071812,-79.68734802703216
971.0,387.0,0.0,-3.0,0.0,-4.0,0.0,-4.0,0.0,-5.0,0.0,-5.0,0.0,-6.0,0.0,-5.0,0.0,-7.0,0.0,-7.0,0.0,-8.0,0.0,-9.0,-7.206759507043422,-79.67473010564666
971.0,384.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-4.0,0.0,-5.0,0.0,-5.0,0.0,-6.0,0.0,-5.0,0.0,-7.0,0.0,-7.0,0.0,-8.0,-7.3161513956582365,-79.66475964161197
971.0,381.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-4.0,0.0,-5.0,0.0,-5.0,0.0,-6.0,0.0,-5.0,0.0,-7.0,0.0,-7.0,-7.428900743561266,-79.65432463929572
971.0,378.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-4.0,0.0,-5.0,0.0,-5.0,0.0,-6.0,0.0,-5.0,0.0,-7.0,-7.54516381763326,-79.64339585279546
971.0,375.0,-1.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-4.0,0.0,-5.0,0.0,-5.0,0.0,-6.0,0.0,-5.0,-7.665106688032278,-79.63194170344637
970.0,371.0,-2.0,-4.0,-1.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-4.0,0.0,-5.0,0.0,-5.0,0.0,-6.0,-7.399833409604891,-79.65703023280554
968.0,367.0,0.0,-4.0,-2.0,-4.0,-1.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-4.0,0.0,-5.0,0.0,-5.0,-6.680495584967465,-79.72058064727847
968.0,363.0,-2.0,-4.0,0.0,-4.0,-2.0,-4.0,-1.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-4.0,0.0,-5.0,-6.832091307714872,-79.70773192334008
966.0,359.0,0.0,-6.0,-2.0,-4.0,0.0,-4.0,-2.0,-4.0,-1.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-4.0,-6.0643719045252915,-79.76981505183277
966.0,353.0,-1.0,-6.0,0.0,-6.0,-2.0,-4.0,0.0,-4.0,-2.0,-4.0,-1.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,-6.283557789080975,-79.75284886141235
965.0,347.0,0.0,-7.0,-1.0,-6.0,0.0,-6.0,-2.0,-4.0,0.0,-4.0,-2.0,-4.0,-1.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,-6.020613557655031,-79.77312963892905
965.0,340.0,0.0,-8.0,0.0,-7.0,-1.0,-6.0,0.0,-6.0,-2.0,-4.0,0.0,-4.0,-2.0,-4.0,-1.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,-6.296198833600854,-79.75185189227747
965.0,332.0,0.0,-7.0,0.0,-8.0,0.0,-7.0,-1.0,-6.0,0.0,-6.0,-2.0,-4.0,0.0,-4.0,-2.0,-4.0,-1.0,-4.0,0.0,-3.0,0.0,-3.0,-6.643638388299195,-79.72366065959038
965.0,325.0,0.0,-8.0,0.0,-7.0,0.0,-8.0,0.0,-7.0,-1.0,-6.0,0.0,-6.0,-2.0,-4.0,0.0,-4.0,-2.0,-4.0,-1.0,-4.0,0.0,-3.0,-6.980572174353014,-79.69486565719681
965.0,317.0,0.0,-8.0,0.0,-8.0,0.0,-7.0,0.0,-8.0,0.0,-7.0,-1.0,-6.0,0.0,-6.0,-2.0,-4.0,0.0,-4.0,-2.0,-4.0,-1.0,-4.0,-7.409869514359829,-79.65609727936814
965.0,309.0,-1.0,-7.0,0.0,-8.0,0.0,-8.0,0.0,-7.0,0.0,-8.0,0.0,-7.0,-1.0,-6.0,0.0,-6.0,-2.0,-4.0,0.0,-4.0,-2.0,-4.0,-7.89515332721259,-79.60946271606035
964.0,302.0,-1.0,-7.0,-1.0,-7.0,0.0,-8.0,0.0,-8.0,0.0,-7.0,0.0,-8.0,0.0,-7.0,-1.0,-6.0,0.0,-6.0,-2.0,-4.0,0.0,-4.0,-7.683611765399036,-79.63015829595356
963.0,295.0,0.0,-7.0,-1.0,-7.0,-1.0,-7.0,0.0,-8.0,0.0,-8.0,0.0,-7.0,0.0,-8.0,0.0,-7.0,-1.0,-6.0,0.0,-6.0,-2.0,-4.0,-7.444195949728304,-79.65289666209289
963.0,288.0,0.0,-7.0,0.0,-7.0,-1.0,-7.0,-1.0,-7.0,0.0,-8.0,0.0,-8.0,0.0,-7.0,0.0,-8.0,0.0,-7.0,-1.0,-6.0,0.0,-6.0,-7.960297521679912,-79.60297521679914
963.0,281.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,-1.0,-7.0,-1.0,-7.0,0.0,-8.0,0.0,-8.0,0.0,-7.0,0.0,-8.0,0.0,-7.0,-1.0,-6.0,-8.5528484893616,-79.54149095106293
963.0,274.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,-1.0,-7.0,-1.0,-7.0,0.0,-8.0,0.0,-8.0,0.0,-7.0,0.0,-8.0,0.0,-7.0,-9.240068653965158,-79.46459042410028
963.0,267.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,-1.0,-7.0,-1.0,-7.0,0.0,-8.0,0.0,-8.0,0.0,-7.0,0.0,-8.0,-10.000000000000004,-79.0
963.0,260.0,0.0,-6.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,-1.0,-7.0,-1.0,-7.0,0.0,-8.0,0.0,-8.0,0.0,-7.0,-10.000000000000005,-72.0
963.0,254.0,0.0,-6.0,0.0,-6.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,-1.0,-7.0,-1.0,-7.0,0.0,-8.0,0.0,-8.0,-10.000000000000004,-66.0
963.0,248.0,0.0,-5.0,0.0,-6.0,0.0,-6.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,-1.0,-7.0,-1.0,-7.0,0.0,-8.0,-10.0,-60.0
963.0,243.0,0.0,-5.0,0.0,-5.0,0.0,-6.0,0.0,-6.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,-1.0,-7.0,-1.0,-7.0,0.0,0.0
963.0,238.0,0.0,-4.0,0.0,-5.0,0.0,-5.0,0.0,-6.0,0.0,-6.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,-1.0,-7.0,0.0,0.0
963.0,234.0,0.0,-3.0,0.0,-4.0,0.0,-5.0,0.0,-5.0,0.0,-6.0,0.0,-6.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,0.0
963.0,231.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-5.0,0.0,-5.0,0.0,-6.0,0.0,-6.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,0.0
963.0,228.0,0.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-5.0,0.0,-5.0,0.0,-6.0,0.0,-6.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,0.0
963.0,224.0,0.0,-3.0,0.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-5.0,0.0,-5.0,0.0,-6.0,0.0,-6.0,0.0,-7.0,0.0,-7.0,0.0,0.0
963.0,221.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-5.0,0.0,-5.0,0.0,-6.0,0.0,-6.0,0.0,-7.0,0.0,0.0
963.0,218.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-5.0,0.0,-5.0,0.0,-6.0,0.0,-6.0,0.0,0.0
963.0,215.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-5.0,0.0,-5.0,0.0,-6.0,0.0,0.0
963.0,212.0,0.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-5.0,0.0,-5.0,0.0,0.0
963.0,208.0,0.0,-3.0,0.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-5.0,0.0,0.0
963.0,205.0,0.0,-2.0,0.0,-3.0,0.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,0.0
963.0,203.0,0.0,-4.0,0.0,-2.0,0.0,-3.0,0.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,0.0
963.0,199.0,0.0,-2.0,0.0,-4.0,0.0,-2.0,0.0,-3.0,0.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,-3.0,0.0,0.0
963.0,197.0,0.0,-1.0,0.0,-2.0,0.0,-4.0,0.0,-2.0,0.0,-3.0,0.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-4.0,0.0,0.0
963.0,196.0,0.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,-4.0,0.0,-2.0,0.0,-3.0,0.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,0.0
963.0,195.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,-4.0,0.0,-2.0,0.0,-3.0,0.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.0,0.0
963.0,194.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,-4.0,0.0,-2.0,0.0,-3.0,0.0,-4.0,0.0,-3.0,0.0,-3.0,0.0,0.0
963.0,193.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,-4.0,0.0,-2.0,0.0,-3.0,0.0,-4.0,0.0,-3.0,0.0,0.0
962.0,192.0,-1.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,-4.0,0.0,-2.0,0.0,-3.0,0.0,-4.0,0.0,0.0
961.0,189.0,-1.0,-2.0,-1.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,-4.0,0.0,-2.0,0.0,-3.0,0.0,0.0
960.0,187.0,0.0,-1.0,-1.0,-2.0,-1.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,-4.0,0.0,-2.0,0.0,0.0
960.0,186.0,0.0,-1.0,0.0,-1.0,-1.0,-2.0,-1.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,-4.0,0.0,0.0
960.0,185.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,-1.0,-2.0,-1.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,0.0
960.0,183.0,0.0,-1.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,-1.0,-2.0,-1.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0
960.0,182.0,-1.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,-1.0,-2.0,-1.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0
959.0,181.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,-1.0,-2.0,-1.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0
959.0,181.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,-1.0,-2.0,-1.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,0.0
959.0,182.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,-1.0,-2.0,-1.0,-3.0,-1.0,-1.0,0.0,0.0
959.0,182.0,-1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,-1.0,-2.0,-1.0,-3.0,-19.62113239275253,77.55650303892045
958.0,184.0,0.0,2.0,-1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,-1.0,-2.0,-19.559347935527512,77.57210779872477
958.0,186.0,-1.0,3.0,0.0,2.0,-1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,-19.62263358922057,77.55612323358609
957.0,189.0,-1.0,3.0,-1.0,3.0,0.0,2.0,-1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,-1.0,-19.592241754644245,77.56380639852311
956.0,192.0,-1.0,5.0,-1.0,3.0,-1.0,3.0,0.0,2.0,-1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-2.0,-19.5615236194192,77.57155918045547
955.0,197.0,-2.0,6.0,-1.0,5.0,-1.0,3.0,-1.0,3.0,0.0,2.0,-1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-19.594897401268334,77.56313554668718
953.0,203.0,-1.0,6.0,-2.0,6.0,-1.0,5.0,-1.0,3.0,-1.0,3.0,0.0,2.0,-1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-19.532283046351203,77.5789270291696
952.0,209.0,-2.0,8.0,-1.0,6.0,-2.0,6.0,-1.0,5.0,-1.0,3.0,-1.0,3.0,0.0,2.0,-1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-19.599023511186438,77.56209304426977
950.0,217.0,-2.0,8.0,-2.0,8.0,-1.0,6.0,-2.0,6.0,-1.0,5.0,-1.0,3.0,-1.0,3.0,0.0,2.0,-1.0,2.0,0.0,0.0,0.0,1.0,-19.601874180848217,77.56137265803252
948.0,225.0,-2.0,10.0,-2.0,8.0,-2.0,8.0,-1.0,6.0,-2.0,6.0,-1.0,5.0,-1.0,3.0,-1.0,3.0,0.0,2.0,-1.0,2.0,0.0,0.0,-19.604808920133262,77.56063091030825
946.0,235.0,-2.0,11.0,-2.0,10.0,-2.0,8.0,-2.0,8.0,-1.0,6.0,-2.0,6.0,-1.0,5.0,-1.0,3.0,-1.0,3.0,0.0,2.0,-1.0,2.0,-19.67709346583217,77.54232388016821
944.0,246.0,-4.0,13.0,-2.0,11.0,-2.0,10.0,-2.0,8.0,-2.0,8.0,-1.0,6.0,-2.0,6.0,-1.0,5.0,-1.0,3.0,-1.0,3.0,0.0,2.0,-19.7876878083541,77.51417555001868
