x,y,dx,dy,dx_1,dy_1,dx_2,dy_2,dx_3,dy_3,dx_4,dy_4,dx_5,dy_5,dx_6,dy_6,dx_7,dy_7,dx_8,dy_8,dx_9,dy_9,dx_10,dy_10,dx_true,dy_true
985.0,558.0,-21.0,-9.0,-26.0,-8.0,-28.0,-8.0,-27.0,-7.0,-27.0,-8.0,-23.0,-6.0,-23.0,-7.0,-17.0,-4.0,-11.0,-4.0,-9.0,-1.0,-5.0,-2.0,-58.7304530750479,-54.320657963610834
964.0,549.0,-18.0,-7.0,-21.0,-9.0,-26.0,-8.0,-28.0,-8.0,-27.0,-7.0,-27.0,-8.0,-23.0,-6.0,-23.0,-7.0,-17.0,-4.0,-11.0,-4.0,-9.0,-1.0,-57.61777653041102,-55.499475922675316
946.0,542.0,-14.0,-8.0,-18.0,-7.0,-21.0,-9.0,-26.0,-8.0,-28.0,-8.0,-27.0,-7.0,-27.0,-8.0,-23.0,-6.0,-23.0,-7.0,-17.0,-4.0,-11.0,-4.0,-56.4572969124568,-56.67956973494679
932.0,534.0,-9.0,-7.0,-14.0,-8.0,-18.0,-7.0,-21.0,-9.0,-26.0,-8.0,-28.0,-8.0,-27.0,-7.0,-27.0,-8.0,-23.0,-6.0,-23.0,-7.0,-17.0,-4.0,-55.749683545942105,-57.37571598269875
923.0,527.0,-5.0,-7.0,-9.0,-7.0,-14.0,-8.0,-18.0,-7.0,-21.0,-9.0,-26.0,-8.0,-28.0,-8.0,-27.0,-7.0,-27.0,-8.0,-23.0,-6.0,-23.0,-7.0,-55.47748770870014,-57.63894826877938
918.0,520.0,-4.0,-9.0,-5.0,-7.0,-9.0,-7.0,-14.0,-8.0,-18.0,-7.0,-21.0,-9.0,-26.0,-8.0,-28.0,-8.0,-27.0,-7.0,-27.0,-8.0,-23.0,-6.0,-55.699364533313044,-57.424566089654604
914.0,511.0,-2.0,-9.0,-4.0,-9.0,-5.0,-7.0,-9.0,-7.0,-14.0,-8.0,-18.0,-7.0,-21.0,-9.0,-26.0,-8.0,-28.0,-8.0,-27.0,-7.0,-27.0,-8.0,-56.31430569169706,-56.82164177900965
912.0,502.0,-1.0,-10.0,-2.0,-9.0,-4.0,-9.0,-5.0,-7.0,-9.0,-7.0,-14.0,-8.0,-18.0,-7.0,-21.0,-9.0,-26.0,-8.0,-28.0,-8.0,-27.0,-7.0,-57.21497619208192,-55.91463582408007
911.0,492.0,-2.0,-10.0,-1.0,-10.0,-2.0,-9.0,-4.0,-9.0,-5.0,-7.0,-9.0,-7.0,-14.0,-8.0,-18.0,-7.0,-21.0,-9.0,-26.0,-8.0,-28.0,-8.0,-58.40454275221685,-54.67091901463221
909.0,482.0,0.0,-10.0,-2.0,-10.0,-1.0,-10.0,-2.0,-9.0,-4.0,-9.0,-5.0,-7.0,-9.0,-7.0,-14.0,-8.0,-18.0,-7.0,-21.0,-9.0,-26.0,-8.0,-59.50441916830127,-53.471713077505754
909.0,472.0,-2.0,-11.0,0.0,-10.0,-2.0,-10.0,-1.0,-10.0,-2.0,-9.0,-4.0,-9.0,-5.0,-7.0,-9.0,-7.0,-14.0,-8.0,-18.0,-7.0,-21.0,-9.0,-60.87893664538523,-51.90139760090446
907.0,461.0,-1.0,-10.0,-2.0,-11.0,0.0,-10.0,-2.0,-10.0,-1.0,-10.0,-2.0,-9.0,-4.0,-9.0,-5.0,-7.0,-9.0,-7.0,-14.0,-8.0,-18.0,-7.0,-62.18632479610906,-50.32753727685105
906.0,451.0,-2.0,-9.0,-1.0,-10.0,-2.0,-11.0,0.0,-10.0,-2.0,-10.0,-1.0,-10.0,-2.0,-9.0,-4.0,-9.0,-5.0,-7.0,-9.0,-7.0,-14.0,-8.0,-63.498059196388255,-48.66206405704523
904.0,442.0,-1.0,-9.0,-2.0,-9.0,-1.0,-10.0,-2.0,-11.0,0.0,-10.0,-2.0,-10.0,-1.0,-10.0,-2.0,-9.0,-4.0,-9.0,-5.0,-7.0,-9.0,-7.0,-64.58012531014828,-47.21660105223105
903.0,433.0,-2.0,-9.0,-1.0,-9.0,-2.0,-9.0,-1.0,-10.0,-2.0,-11.0,0.0,-10.0,-2.0,-10.0,-1.0,-10.0,-2.0,-9.0,-4.0,-9.0,-5.0,-7.0,-65.78659758699105,-45.520584112325544
901.0,424.0,-1.0,-8.0,-2.0,-9.0,-1.0,-9.0,-2.0,-9.0,-1.0,-10.0,-2.0,-11.0,0.0,-10.0,-2.0,-10.0,-1.0,-10.0,-2.0,-9.0,-4.0,-9.0,-66.90676806190831,-43.8575465286193
900.0,416.0,-2.0,-7.0,-1.0,-8.0,-2.0,-9.0,-1.0,-9.0,-2.0,-9.0,-1.0,-10.0,-2.0,-11.0,0.0,-10.0,-2.0,-10.0,-1.0,-10.0,-2.0,-9.0,-67.98635938933958,-42.164617121273096
898.0,409.0,-1.0,-8.0,-2.0,-7.0,-1.0,-8.0,-2.0,-9.0,-1.0,-9.0,-2.0,-9.0,-1.0,-10.0,-2.0,-11.0,0.0,-10.0,-2.0,-10.0,-1.0,-10.0,-68.83417577309602,-40.76587108892096
897.0,401.0,-2.0,-7.0,-1.0,-8.0,-2.0,-7.0,-1.0,-8.0,-2.0,-9.0,-1.0,-9.0,-2.0,-9.0,-1.0,-10.0,-2.0,-11.0,0.0,-10.0,-2.0,-10.0,-69.91648854522731,-38.880388751980064
895.0,394.0,-2.0,-7.0,-2.0,-7.0,-1.0,-8.0,-2.0,-7.0,-1.0,-8.0,-2.0,-9.0,-1.0,-9.0,-2.0,-9.0,-1.0,-10.0,-2.0,-11.0,0.0,-10.0,-70.77075761169488,-37.302813125376105
893.0,387.0,-3.0,-7.0,-2.0,-7.0,-2.0,-7.0,-1.0,-8.0,-2.0,-7.0,-1.0,-8.0,-2.0,-9.0,-1.0,-9.0,-2.0,-9.0,-1.0,-10.0,-2.0,-11.0,-71.62530226757947,-35.634478740089286
890.0,380.0,-5.0,-7.0,-3.0,-7.0,-2.0,-7.0,-2.0,-7.0,-1.0,-8.0,-2.0,-7.0,-1.0,-8.0,-2.0,-9.0,-1.0,-9.0,-2.0,-9.0,-1.0,-10.0,-72.41034094672054,-34.010917717399046
885.0,373.0,-5.0,-6.0,-5.0,-7.0,-3.0,-7.0,-2.0,-7.0,-2.0,-7.0,-1.0,-8.0,-2.0,-7.0,-1.0,-8.0,-2.0,-9.0,-1.0,-9.0,-2.0,-9.0,-73.07366373396155,-32.56132166383778
880.0,367.0,-6.0,-6.0,-5.0,-6.0,-5.0,-7.0,-3.0,-7.0,-2.0,-7.0,-2.0,-7.0,-1.0,-8.0,-2.0,-7.0,-1.0,-8.0,-2.0,-9.0,-1.0,-9.0,-73.61237085028628,-31.32441312778138
874.0,361.0,-6.0,-6.0,-6.0,-6.0,-5.0,-6.0,-5.0,-7.0,-3.0,-7.0,-2.0,-7.0,-2.0,-7.0,-1.0,-8.0,-2.0,-7.0,-1.0,-8.0,-2.0,-9.0,-74.10844875023227,-30.132006634709832
868.0,355.0,-7.0,-4.0,-6.0,-6.0,-6.0,-6.0,-5.0,-6.0,-5.0,-7.0,-3.0,-7.0,-2.0,-7.0,-2.0,-7.0,-1.0,-8.0,-2.0,-7.0,-1.0,-8.0,-74.62385075244774,-28.831942336173007
861.0,351.0,-6.0,-3.0,-7.0,-4.0,-6.0,-6.0,-6.0,-6.0,-5.0,-6.0,-5.0,-7.0,-3.0,-7.0,-2.0,-7.0,-2.0,-7.0,-1.0,-8.0,-2.0,-7.0,-74.8149772973308,-28.33229909484716
855.0,348.0,-7.0,-4.0,-6.0,-3.0,-7.0,-4.0,-6.0,-6.0,-6.0,-6.0,-5.0,-6.0,-5.0,-7.0,-3.0,-7.0,-2.0,-7.0,-2.0,-7.0,-1.0,-8.0,-74.92520756256312,-28.03949485470155
848.0,344.0,-8.0,-4.0,-7.0,-4.0,-6.0,-3.0,-7.0,-4.0,-6.0,-6.0,-6.0,-6.0,-5.0,-6.0,-5.0,-7.0,-3.0,-7.0,-2.0,-7.0,-2.0,-7.0,-75.14119390325907,-27.455436233883127
840.0,340.0,-4.0,-2.0,-8.0,-4.0,-7.0,-4.0,-6.0,-3.0,-7.0,-4.0,-6.0,-6.0,-6.0,-6.0,-5.0,-6.0,-5.0,-7.0,-3.0,-7.0,-2.0,-7.0,-75.31629846500766,-26.9713771530095
836.0,338.0,-1.0,0.0,-4.0,-2.0,-8.0,-4.0,-7.0,-4.0,-6.0,-3.0,-7.0,-4.0,-6.0,-6.0,-6.0,-6.0,-5.0,-6.0,-5.0,-7.0,-3.0,-7.0,-75.4101780128966,-26.707771379567532
835.0,338.0,-5.0,-3.0,-1.0,0.0,-4.0,-2.0,-8.0,-4.0,-7.0,-4.0,-6.0,-3.0,-7.0,-4.0,-6.0,-6.0,-6.0,-6.0,-5.0,-6.0,-5.0,-7.0,-75.3512670697969,-26.87352881510241
830.0,335.0,-6.0,-2.0,-5.0,-3.0,-1.0,0.0,-4.0,-2.0,-8.0,-4.0,-7.0,-4.0,-6.0,-3.0,-7.0,-4.0,-6.0,-6.0,-6.0,-6.0,-5.0,-6.0,-75.55974373649273,-26.281649995301812
824.0,333.0,-8.0,-2.0,-6.0,-2.0,-5.0,-3.0,-1.0,0.0,-4.0,-2.0,-8.0,-4.0,-7.0,-4.0,-6.0,-3.0,-7.0,-4.0,-6.0,-6.0,-6.0,-6.0,-75.54428906975198,-26.326040130368106
816.0,331.0,-6.0,-2.0,-8.0,-2.0,-6.0,-2.0,-5.0,-3.0,-1.0,0.0,-4.0,-2.0,-8.0,-4.0,-7.0,-4.0,-6.0,-3.0,-7.0,-4.0,-6.0,-6.0,-75.39421963849972,-26.752787613661187
810.0,329.0,-5.0,-1.0,-6.0,-2.0,-8.0,-2.0,-6.0,-2.0,-5.0,-3.0,-1.0,0.0,-4.0,-2.0,-8.0,-4.0,-7.0,-4.0,-6.0,-3.0,-7.0,-4.0,-75.36821053741718,-26.825973242131536
805.0,328.0,-5.0,-1.0,-5.0,-1.0,-6.0,-2.0,-8.0,-2.0,-6.0,-2.0,-5.0,-3.0,-1.0,0.0,-4.0,-2.0,-8.0,-4.0,-7.0,-4.0,-6.0,-3.0,-75.20288590501634,-27.28600285049267
800.0,327.0,-5.0,-1.0,-5.0,-1.0,-5.0,-1.0,-6.0,-2.0,-8.0,-2.0,-6.0,-2.0,-5.0,-3.0,-1.0,0.0,-4.0,-2.0,-8.0,-4.0,-7.0,-4.0,-75.01990085789629,-27.78514846588753
795.0,326.0,-6.0,0.0,-5.0,-1.0,-5.0,-1.0,-5.0,-1.0,-6.0,-2.0,-8.0,-2.0,-6.0,-2.0,-5.0,-3.0,-1.0,0.0,-4.0,-2.0,-8.0,-4.0,-74.8164007219185,-28.328540079173024
789.0,326.0,-5.0,-2.0,-6.0,0.0,-5.0,-1.0,-5.0,-1.0,-5.0,-1.0,-6.0,-2.0,-8.0,-2.0,-6.0,-2.0,-5.0,-3.0,-1.0,0.0,-4.0,-2.0,-74.22524508706063,-29.843139777271787
784.0,324.0,-6.0,-2.0,-5.0,-2.0,-6.0,0.0,-5.0,-1.0,-5.0,-1.0,-5.0,-1.0,-6.0,-2.0,-8.0,-2.0,-6.0,-2.0,-5.0,-3.0,-1.0,0.0,-74.22236607485661,-29.850299399670597
778.0,322.0,-6.0,-2.0,-6.0,-2.0,-5.0,-2.0,-6.0,0.0,-5.0,-1.0,-5.0,-1.0,-5.0,-1.0,-6.0,-2.0,-8.0,-2.0,-6.0,-2.0,-5.0,-3.0,-74.09853398456279,-30.156380109996505
772.0,320.0,-6.0,-3.0,-6.0,-2.0,-6.0,-2.0,-5.0,-2.0,-6.0,0.0,-5.0,-1.0,-5.0,-1.0,-5.0,-1.0,-6.0,-2.0,-8.0,-2.0,-6.0,-2.0,-73.9550880878342,-30.50647383623162
766.0,317.0,-6.0,-3.0,-6.0,-3.0,-6.0,-2.0,-6.0,-2.0,-5.0,-2.0,-6.0,0.0,-5.0,-1.0,-5.0,-1.0,-5.0,-1.0,-6.0,-2.0,-8.0,-2.0,-74.0,-30.000000000000014
760.0,314.0,-4.0,-3.0,-6.0,-3.0,-6.0,-3.0,-6.0,-2.0,-6.0,-2.0,-5.0,-2.0,-6.0,0.0,-5.0,-1.0,-5.0,-1.0,-5.0,-1.0,-6.0,-2.0,-67.99999999999999,-27.000000000000004
756.0,311.0,-4.0,-4.0,-4.0,-3.0,-6.0,-3.0,-6.0,-3.0,-6.0,-2.0,-6.0,-2.0,-5.0,-2.0,-6.0,0.0,-5.0,-1.0,-5.0,-1.0,-5.0,-1.0,-63.999999999999986,-24.000000000000004
752.0,307.0,-4.0,-3.0,-4.0,-4.0,-4.0,-3.0,-6.0,-3.0,-6.0,-3.0,-6.0,-2.0,-6.0,-2.0,-5.0,-2.0,-6.0,0.0,-5.0,-1.0,-5.0,-1.0,-60.0,-20.000000000000004
748.0,304.0,-5.0,-4.0,-4.0,-3.0,-4.0,-4.0,-4.0,-3.0,-6.0,-3.0,-6.0,-3.0,-6.0,-2.0,-6.0,-2.0,-5.0,-2.0,-6.0,0.0,-5.0,-1.0,0.0,0.0
743.0,300.0,-3.0,-3.0,-5.0,-4.0,-4.0,-3.0,-4.0,-4.0,-4.0,-3.0,-6.0,-3.0,-6.0,-3.0,-6.0,-2.0,-6.0,-2.0,-5.0,-2.0,-6.0,0.0,0.0,0.0
740.0,297.0,-4.0,-3.0,-3.0,-3.0,-5.0,-4.0,-4.0,-3.0,-4.0,-4.0,-4.0,-3.0,-6.0,-3.0,-6.0,-3.0,-6.0,-2.0,-6.0,-2.0,-5.0,-2.0,0.0,0.0
736.0,294.0,-5.0,-3.0,-4.0,-3.0,-3.0,-3.0,-5.0,-4.0,-4.0,-3.0,-4.0,-4.0,-4.0,-3.0,-6.0,-3.0,-6.0,-3.0,-6.0,-2.0,-6.0,-2.0,0.0,0.0
731.0,291.0,-4.0,-2.0,-5.0,-3.0,-4.0,-3.0,-3.0,-3.0,-5.0,-4.0,-4.0,-3.0,-4.0,-4.0,-4.0,-3.0,-6.0,-3.0,-6.0,-3.0,-6.0,-2.0,0.0,0.0
727.0,289.0,-5.0,-2.0,-4.0,-2.0,-5.0,-3.0,-4.0,-3.0,-3.0,-3.0,-5.0,-4.0,-4.0,-3.0,-4.0,-4.0,-4.0,-3.0,-6.0,-3.0,-6.0,-3.0,0.0,0.0
722.0,287.0,-4.0,-2.0,-5.0,-2.0,-4.0,-2.0,-5.0,-3.0,-4.0,-3.0,-3.0,-3.0,-5.0,-4.0,-4.0,-3.0,-4.0,-4.0,-4.0,-3.0,-6.0,-3.0,0.0,0.0
718.0,285.0,-5.0,-2.0,-4.0,-2.0,-5.0,-2.0,-4.0,-2.0,-5.0,-3.0,-4.0,-3.0,-3.0,-3.0,-5.0,-4.0,-4.0,-3.0,-4.0,-4.0,-4.0,-3.0,0.0,0.0
713.0,283.0,-4.0,-2.0,-5.0,-2.0,-4.0,-2.0,-5.0,-2.0,-4.0,-2.0,-5.0,-3.0,-4.0,-3.0,-3.0,-3.0,-5.0,-4.0,-4.0,-3.0,-4.0,-4.0,0.0,0.0
709.0,281.0,-1.0,0.0,-4.0,-2.0,-5.0,-2.0,-4.0,-2.0,-5.0,-2.0,-4.0,-2.0,-5.0,-3.0,-4.0,-3.0,-3.0,-3.0,-5.0,-4.0,-4.0,-3.0,0.0,0.0
708.0,281.0,-2.0,0.0,-1.0,0.0,-4.0,-2.0,-5.0,-2.0,-4.0,-2.0,-5.0,-2.0,-4.0,-2.0,-5.0,-3.0,-4.0,-3.0,-3.0,-3.0,-5.0,-4.0,0.0,0.0
706.0,281.0,-2.0,-1.0,-2.0,0.0,-1.0,0.0,-4.0,-2.0,-5.0,-2.0,-4.0,-2.0,-5.0,-2.0,-4.0,-2.0,-5.0,-3.0,-4.0,-3.0,-3.0,-3.0,0.0,0.0
704.0,280.0,-2.0,0.0,-2.0,-1.0,-2.0,0.0,-1.0,0.0,-4.0,-2.0,-5.0,-2.0,-4.0,-2.0,-5.0,-2.0,-4.0,-2.0,-5.0,-3.0,-4.0,-3.0,0.0,0.0
702.0,280.0,-2.0,-1.0,-2.0,0.0,-2.0,-1.0,-2.0,0.0,-1.0,0.0,-4.0,-2.0,-5.0,-2.0,-4.0,-2.0,-5.0,-2.0,-4.0,-2.0,-5.0,-3.0,0.0,0.0
700.0,279.0,-1.0,0.0,-2.0,-1.0,-2.0,0.0,-2.0,-1.0,-2.0,0.0,-1.0,0.0,-4.0,-2.0,-5.0,-2.0,-4.0,-2.0,-5.0,-2.0,-4.0,-2.0,0.0,0.0
699.0,279.0,-3.0,-1.0,-1.0,0.0,-2.0,-1.0,-2.0,0.0,-2.0,-1.0,-2.0,0.0,-1.0,0.0,-4.0,-2.0,-5.0,-2.0,-4.0,-2.0,-5.0,-2.0,0.0,0.0
696.0,278.0,-1.0,0.0,-3.0,-1.0,-1.0,0.0,-2.0,-1.0,-2.0,0.0,-2.0,-1.0,-2.0,0.0,-1.0,0.0,-4.0,-2.0,-5.0,-2.0,-4.0,-2.0,0.0,0.0
695.0,278.0,-2.0,-1.0,-1.0,0.0,-3.0,-1.0,-1.0,0.0,-2.0,-1.0,-2.0,0.0,-2.0,-1.0,-2.0,0.0,-1.0,0.0,-4.0,-2.0,-5.0,-2.0,0.0,0.0
693.0,277.0,-1.0,0.0,-2.0,-1.0,-1.0,0.0,-3.0,-1.0,-1.0,0.0,-2.0,-1.0,-2.0,0.0,-2.0,-1.0,-2.0,0.0,-1.0,0.0,-4.0,-2.0,0.0,0.0
692.0,277.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0,-1.0,0.0,-3.0,-1.0,-1.0,0.0,-2.0,-1.0,-2.0,0.0,-2.0,-1.0,-2.0,0.0,-1.0,0.0,0.0,0.0
691.0,276.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0,-1.0,0.0,-3.0,-1.0,-1.0,0.0,-2.0,-1.0,-2.0,0.0,-2.0,-1.0,-2.0,0.0,0.0,0.0
690.0,276.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0,-1.0,0.0,-3.0,-1.0,-1.0,0.0,-2.0,-1.0,-2.0,0.0,-2.0,-1.0,0.0,0.0
689.0,276.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0,-1.0,0.0,-3.0,-1.0,-1.0,0.0,-2.0,-1.0,-2.0,0.0,0.0,0.0
688.0,276.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0,-1.0,0.0,-3.0,-1.0,-1.0,0.0,-2.0,-1.0,0.0,0.0
687.0,276.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0,-1.0,0.0,-3.0,-1.0,-1.0,0.0,0.0,0.0
686.0,276.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0,-1.0,0.0,-3.0,-1.0,0.0,0.0
686.0,276.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0,-1.0,0.0,0.0,0.0
686.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0,0.0,0.0
686.0,276.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,52.76415705234064,60.13271763820367
685.0,277.0,0.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,52.903610573288944,60.01006572492477
685.0,279.0,2.0,2.0,0.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,53.034370019359855,59.89453728554571
687.0,281.0,5.0,3.0,2.0,2.0,0.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,53.01734903828133,59.909604413257895
692.0,284.0,8.0,3.0,5.0,3.0,2.0,2.0,0.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,52.84118397980923,60.06504204287176
700.0,287.0,9.0,4.0,8.0,3.0,5.0,3.0,2.0,2.0,0.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,52.43053865338082,60.4238249080306
709.0,291.0,10.0,4.0,9.0,4.0,8.0,3.0,5.0,3.0,2.0,2.0,0.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,51.99530955662187,60.798748211711285
719.0,295.0,10.0,6.0,10.0,4.0,9.0,4.0,8.0,3.0,5.0,3.0,2.0,2.0,0.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.46192582102185,61.25087910219448
729.0,301.0,11.0,7.0,10.0,6.0,10.0,4.0,9.0,4.0,8.0,3.0,5.0,3.0,2.0,2.0,0.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,51.0462601519665,61.59772174762438
740.0,308.0,11.0,9.0,11.0,7.0,10.0,6.0,10.0,4.0,9.0,4.0,8.0,3.0,5.0,3.0,2.0,2.0,0.0,2.0,-1.0,1.0,0.0,0.0,50.59547611929138,61.96852262449232
751.0,317.0,11.0,11.0,11.0,9.0,11.0,7.0,10.0,6.0,10.0,4.0,9.0,4.0,8.0,3.0,5.0,3.0,2.0,2.0,0.0,2.0,-1.0,1.0,50.2669685670097,62.23529441629773
762.0,328.0,11.0,12.0,11.0,11.0,11.0,9.0,11.0,7.0,10.0,6.0,10.0,4.0,9.0,4.0,8.0,3.0,5.0,3.0,2.0,2.0,0.0,2.0,50.06948629840871,62.39428292570932
773.0,340.0,11.0,16.0,11.0,12.0,11.0,11.0,11.0,9.0,11.0,7.0,10.0,6.0,10.0,4.0,9.0,4.0,8.0,3.0,5.0,3.0,2.0,2.0,49.93680528944316,62.50052381767886
784.0,356.0,10.0,15.0,11.0,16.0,11.0,12.0,11.0,11.0,11.0,9.0,11.0,7.0,10.0,6.0,10.0,4.0,9.0,4.0,8.0,3.0,5.0,3.0,50.11667260213773,62.35638802312187
794.0,371.0,12.0,18.0,10.0,15.0,11.0,16.0,11.0,12.0,11.0,11.0,11.0,9.0,11.0,7.0,10.0,6.0,10.0,4.0,9.0,4.0,8.0,3.0,50.33091657925028,62.18358976685529
806.0,389.0,7.0,18.0,12.0,18.0,10.0,15.0,11.0,16.0,11.0,12.0,11.0,11.0,11.0,9.0,11.0,7.0,10.0,6.0,10.0,4.0,9.0,4.0,50.60996839252979,61.956687284805156
813.0,407.0,8.0,18.0,7.0,18.0,12.0,18.0,10.0,15.0,11.0,16.0,11.0,12.0,11.0,11.0,11.0,9.0,11.0,7.0,10.0,6.0,10.0,4.0,51.47298745043515,61.241583608911895
821.0,425.0,6.0,17.0,8.0,18.0,7.0,18.0,12.0,18.0,10.0,15.0,11.0,16.0,11.0,12.0,11.0,11.0,11.0,9.0,11.0,7.0,10.0,6.0,52.28958962768739,60.54584062153276
827.0,442.0,6.0,17.0,6.0,17.0,8.0,18.0,7.0,18.0,12.0,18.0,10.0,15.0,11.0,16.0,11.0,12.0,11.0,11.0,11.0,9.0,11.0,7.0,53.30162811893246,59.656822240805184
833.0,459.0,4.0,15.0,6.0,17.0,6.0,17.0,8.0,18.0,7.0,18.0,12.0,18.0,10.0,15.0,11.0,16.0,11.0,12.0,11.0,11.0,11.0,9.0,54.38679150444925,58.669216032358634
837.0,474.0,4.0,15.0,4.0,15.0,6.0,17.0,6.0,17.0,8.0,18.0,7.0,18.0,12.0,18.0,10.0,15.0,11.0,16.0,11.0,12.0,11.0,11.0,55.5596283627777,57.5597749838377
841.0,489.0,5.0,15.0,4.0,15.0,4.0,15.0,6.0,17.0,6.0,17.0,8.0,18.0,7.0,18.0,12.0,18.0,10.0,15.0,11.0,16.0,11.0,12.0,56.79896137953601,56.337181205718636
846.0,504.0,6.0,14.0,5.0,15.0,4.0,15.0,4.0,15.0,6.0,17.0,6.0,17.0,8.0,18.0,7.0,18.0,12.0,18.0,10.0,15.0,11.0,16.0,57.99394627857211,55.106280903705446
852.0,518.0,4.0,11.0,6.0,14.0,5.0,15.0,4.0,15.0,4.0,15.0,6.0,17.0,6.0,17.0,8.0,18.0,7.0,18.0,12.0,18.0,10.0,15.0,59.024432962503724,54.00107696569489
856.0,529.0,4.0,12.0,4.0,11.0,6.0,14.0,5.0,15.0,4.0,15.0,4.0,15.0,6.0,17.0,6.0,17.0,8.0,18.0,7.0,18.0,12.0,18.0,59.964296525228775,52.95548264565659
860.0,541.0,3.0,7.0,4.0,12.0,4.0,11.0,6.0,14.0,5.0,15.0,4.0,15.0,4.0,15.0,6.0,17.0,6.0,17.0,8.0,18.0,7.0,18.0,61.08110811240712,51.66331611269676
863.0,548.0,3.0,6.0,3.0,7.0,4.0,12.0,4.0,11.0,6.0,14.0,5.0,15.0,4.0,15.0,4.0,15.0,6.0,17.0,6.0,17.0,8.0,18.0,61.682818399149795,50.94339912429782
866.0,554.0,4.0,4.0,3.0,6.0,3.0,7.0,4.0,12.0,4.0,11.0,6.0,14.0,5.0,15.0,4.0,15.0,4.0,15.0,6.0,17.0,6.0,17.0,62.166486078078776,50.35204076007285
870.0,558.0,1.0,2.0,4.0,4.0,3.0,6.0,3.0,7.0,4.0,12.0,4.0,11.0,6.0,14.0,5.0,15.0,4.0,15.0,4.0,15.0,6.0,17.0,62.27304315802635,50.22019609518254
871.0,560.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,6.0,3.0,7.0,4.0,12.0,4.0,11.0,6.0,14.0,5.0,15.0,4.0,15.0,4.0,15.0,62.44129187582751,50.010849511658144
873.0,563.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,6.0,3.0,7.0,4.0,12.0,4.0,11.0,6.0,14.0,5.0,15.0,4.0,15.0,62.640481511227584,49.761130172470516
874.0,564.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,6.0,3.0,7.0,4.0,12.0,4.0,11.0,6.0,14.0,5.0,15.0,62.66993400044971,49.72403214120188
876.0,566.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,6.0,3.0,7.0,4.0,12.0,4.0,11.0,6.0,14.0,62.72969393165859,49.648620315578114
877.0,567.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,6.0,3.0,7.0,4.0,12.0,4.0,11.0,62.76000956770014,49.610293277324885
878.0,568.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,6.0,3.0,7.0,4.0,12.0,62.79062124267409,49.571543086321654
880.0,570.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,6.0,3.0,7.0,62.852749965950494,49.492745142270195
